Ticker,Direction,Regime,Structure,AI_Proba,Hist_WinRate,EV,Kelly_Pos,Score,Risk,Health
3021.TW,做空(Short),趨勢空頭,空方進場,0.5371,0.41,-0.18,0.0111,0.4862,樣本數不足 (0/10)，熱身中,KEEP
9938.TW,做空(Short),趨勢空頭,空方進場,0.5369,0.41,-0.18,0.0111,0.4862,樣本數不足 (0/10)，熱身中,KEEP
8213.TW,做空(Short),趨勢空頭,空方進場,0.5366,0.38,-0.24,0.011,0.474,樣本數不足 (0/10)，熱身中,KEEP
6756.TW,做空(Short),區間盤整,空方進場,0.5365,0.41,-0.18,0.0109,0.4859,樣本數不足 (0/10)，熱身中,KEEP
4137.TW,做空(Short),趨勢空頭,空方進場,0.5362,0.41,-0.18,0.0109,0.4857,樣本數不足 (0/10)，熱身中,KEEP
2409.TW,做多(Long),區間盤整,多方進場,0.5138,0.59,0.18,0.0109,0.5443,樣本數不足 (0/10)，熱身中,KEEP
2072.TW,做多(Long),區間盤整,多方進場,0.5279,0.53,0.06,0.0106,0.5287,樣本數不足 (0/10)，熱身中,KEEP
3416.TW,做空(Short),區間盤整,空方進場,0.535,0.41,-0.18,0.0105,0.485,樣本數不足 (0/10)，熱身中,KEEP
1587.TW,做空(Short),趨勢空頭,空方進場,0.5348,0.44,-0.12,0.0105,0.4969,樣本數不足 (0/10)，熱身中,KEEP
6743.TW,做空(Short),區間盤整,空方進場,0.5343,0.44,-0.12,0.0103,0.4966,樣本數不足 (0/10)，熱身中,KEEP
2528.TW,做空(Short),趨勢空頭,空方進場,0.5339,0.47,-0.06,0.0102,0.5083,樣本數不足 (0/10)，熱身中,KEEP
1342.TW,做空(Short),趨勢空頭,空方進場,0.5338,0.44,-0.12,0.0102,0.4963,樣本數不足 (0/10)，熱身中,KEEP
6906.TW,做多(Long),趨勢空頭,多方進場,0.5263,0.53,0.06,0.0101,0.5278,樣本數不足 (0/10)，熱身中,KEEP
2314.TW,做多(Long),區間盤整,多方進場,0.5261,0.53,0.06,0.0101,0.5277,樣本數不足 (0/10)，熱身中,KEEP
2204.TW,做空(Short),趨勢空頭,空方進場,0.5329,0.44,-0.12,0.0099,0.4957,樣本數不足 (0/10)，熱身中,KEEP
3504.TW,做空(Short),區間盤整,空方進場,0.5329,0.41,-0.18,0.0099,0.4837,樣本數不足 (0/10)，熱身中,KEEP
2903.TW,做多(Long),區間盤整,多方進場,0.5166,0.56,0.12,0.0095,0.5339,樣本數不足 (0/10)，熱身中,KEEP
3029.TW,做空(Short),趨勢空頭,空方進場,0.5313,0.44,-0.12,0.0094,0.4948,樣本數不足 (0/10)，熱身中,KEEP
9927.TW,做空(Short),區間盤整,空方進場,0.5311,0.47,-0.06,0.0093,0.5066,樣本數不足 (0/10)，熱身中,KEEP
4552.TW,做空(Short),趨勢空頭,空方進場,0.5308,0.44,-0.12,0.0092,0.4945,樣本數不足 (0/10)，熱身中,KEEP
4438.TW,做空(Short),趨勢空頭,空方進場,0.5303,0.47,-0.06,0.0091,0.5062,樣本數不足 (0/10)，熱身中,KEEP
2471.TW,做空(Short),趨勢空頭,空方進場,0.5302,0.35,-0.3,0.0091,0.4581,樣本數不足 (0/10)，熱身中,KEEP
6189.TW,做空(Short),區間盤整,空方進場,0.53,0.44,-0.12,0.009,0.494,樣本數不足 (0/10)，熱身中,KEEP
9943.TW,做空(Short),區間盤整,空方進場,0.5299,0.41,-0.18,0.009,0.482,樣本數不足 (0/10)，熱身中,KEEP
2023.TW,做多(Long),區間盤整,多方進場,0.5001,0.62,0.24,0.009,0.548,樣本數不足 (0/10)，熱身中,KEEP
6282.TW,做多(Long),區間盤整,多方進場,0.5223,0.53,0.06,0.0089,0.5254,樣本數不足 (0/10)，熱身中,KEEP
6591.TW,做空(Short),趨勢空頭,空方進場,0.5295,0.41,-0.18,0.0088,0.4817,樣本數不足 (0/10)，熱身中,KEEP
1236.TW,做空(Short),趨勢空頭,空方進場,0.5293,0.44,-0.12,0.0088,0.4936,樣本數不足 (0/10)，熱身中,KEEP
1225.TW,做多(Long),區間盤整,多方進場,0.5067,0.59,0.18,0.0088,0.54,樣本數不足 (0/10)，熱身中,KEEP
1532.TW,做空(Short),趨勢空頭,空方進場,0.529,0.44,-0.12,0.0087,0.4934,樣本數不足 (0/10)，熱身中,KEEP
2449.TW,做空(Short),區間盤整,空方進場,0.5289,0.41,-0.18,0.0087,0.4813,樣本數不足 (0/10)，熱身中,KEEP
1473.TW,做空(Short),趨勢空頭,空方進場,0.5288,0.41,-0.18,0.0086,0.4813,樣本數不足 (0/10)，熱身中,KEEP
1517.TW,做空(Short),區間盤整,空方進場,0.5287,0.5,0.0,0.0086,0.5172,樣本數不足 (0/10)，熱身中,KEEP
2439.TW,做空(Short),趨勢空頭,空方進場,0.5286,0.38,-0.24,0.0086,0.4692,樣本數不足 (0/10)，熱身中,KEEP
6668.TW,做空(Short),趨勢空頭,空方進場,0.5285,0.44,-0.12,0.0085,0.4931,樣本數不足 (0/10)，熱身中,KEEP
2887.TW,做多(Long),趨勢空頭,多方進場,0.5208,0.53,0.06,0.0085,0.5245,樣本數不足 (0/10)，熱身中,KEEP
2328.TW,做空(Short),趨勢空頭,空方進場,0.5277,0.44,-0.12,0.0083,0.4926,樣本數不足 (0/10)，熱身中,KEEP
3669.TW,做空(Short),區間盤整,空方進場,0.5277,0.44,-0.12,0.0083,0.4926,樣本數不足 (0/10)，熱身中,KEEP
3576.TW,做多(Long),區間盤整,多方進場,0.5203,0.53,0.06,0.0083,0.5242,樣本數不足 (0/10)，熱身中,KEEP
6921.TW,做空(Short),趨勢空頭,空方進場,0.5274,0.38,-0.24,0.0082,0.4684,樣本數不足 (0/10)，熱身中,KEEP
1611.TW,做空(Short),區間盤整,空方進場,0.5272,0.44,-0.12,0.0082,0.4923,樣本數不足 (0/10)，熱身中,KEEP
1626.TW,做空(Short),趨勢空頭,空方進場,0.5271,0.41,-0.18,0.0081,0.4803,樣本數不足 (0/10)，熱身中,KEEP
1762.TW,做空(Short),趨勢空頭,空方進場,0.527,0.38,-0.24,0.0081,0.4682,樣本數不足 (0/10)，熱身中,KEEP
3016.TW,做空(Short),趨勢空頭,空方進場,0.5265,0.44,-0.12,0.0079,0.4919,樣本數不足 (0/10)，熱身中,KEEP
1616.TW,做空(Short),趨勢空頭,空方進場,0.5257,0.44,-0.12,0.0077,0.4914,樣本數不足 (0/10)，熱身中,KEEP
1414.TW,做空(Short),趨勢空頭,空方進場,0.5257,0.41,-0.18,0.0077,0.4794,樣本數不足 (0/10)，熱身中,KEEP
8429.TW,做空(Short),趨勢空頭,空方進場,0.5257,0.41,-0.18,0.0077,0.4794,樣本數不足 (0/10)，熱身中,KEEP
6202.TW,做空(Short),趨勢空頭,空方進場,0.5257,0.38,-0.24,0.0077,0.4674,樣本數不足 (0/10)，熱身中,KEEP
2444.TW,做空(Short),區間盤整,空方進場,0.5255,0.44,-0.12,0.0077,0.4913,樣本數不足 (0/10)，熱身中,KEEP
6278.TW,做空(Short),區間盤整,空方進場,0.5253,0.44,-0.12,0.0076,0.4912,樣本數不足 (0/10)，熱身中,KEEP
1773.TW,做空(Short),區間盤整,空方進場,0.5252,0.47,-0.06,0.0075,0.5031,樣本數不足 (0/10)，熱身中,KEEP
8081.TW,做空(Short),趨勢空頭,空方進場,0.5246,0.41,-0.18,0.0074,0.4788,樣本數不足 (0/10)，熱身中,KEEP
5519.TW,做空(Short),趨勢空頭,空方進場,0.5234,0.35,-0.3,0.007,0.454,樣本數不足 (0/10)，熱身中,KEEP
1443.TW,做空(Short),趨勢空頭,空方進場,0.5233,0.5,0.0,0.007,0.514,樣本數不足 (0/10)，熱身中,KEEP
1468.TW,做空(Short),趨勢空頭,空方進場,0.5227,0.47,-0.06,0.0068,0.5016,樣本數不足 (0/10)，熱身中,KEEP
6670.TW,做空(Short),區間盤整,空方進場,0.5226,0.47,-0.06,0.0068,0.5015,樣本數不足 (0/10)，熱身中,KEEP
1808.TW,做空(Short),區間盤整,空方進場,0.5226,0.41,-0.18,0.0068,0.4775,樣本數不足 (0/10)，熱身中,KEEP
6214.TW,做空(Short),趨勢空頭,空方進場,0.5226,0.41,-0.18,0.0068,0.4776,樣本數不足 (0/10)，熱身中,KEEP
6722.TW,做空(Short),趨勢空頭,空方進場,0.5222,0.41,-0.18,0.0067,0.4773,樣本數不足 (0/10)，熱身中,KEEP
2464.TW,做空(Short),區間盤整,空方進場,0.522,0.41,-0.18,0.0066,0.4772,樣本數不足 (0/10)，熱身中,KEEP
2432.TW,做空(Short),趨勢空頭,空方進場,0.5219,0.41,-0.18,0.0066,0.4771,樣本數不足 (0/10)，熱身中,KEEP
6914.TW,做空(Short),趨勢空頭,空方進場,0.5218,0.5,0.0,0.0065,0.5131,樣本數不足 (0/10)，熱身中,KEEP
1795.TW,做空(Short),趨勢空頭,空方進場,0.5217,0.44,-0.12,0.0065,0.489,樣本數不足 (0/10)，熱身中,KEEP
5907.TW,做空(Short),區間盤整,空方進場,0.5217,0.41,-0.18,0.0065,0.477,樣本數不足 (0/10)，熱身中,KEEP
2610.TW,做空(Short),趨勢空頭,空方進場,0.5217,0.41,-0.18,0.0065,0.477,樣本數不足 (0/10)，熱身中,KEEP
1712.TW,做空(Short),趨勢空頭,空方進場,0.5217,0.38,-0.24,0.0065,0.465,樣本數不足 (0/10)，熱身中,KEEP
5521.TW,做空(Short),趨勢空頭,空方進場,0.5216,0.47,-0.06,0.0065,0.501,樣本數不足 (0/10)，熱身中,KEEP
2421.TW,做空(Short),區間盤整,空方進場,0.5216,0.41,-0.18,0.0065,0.477,樣本數不足 (0/10)，熱身中,KEEP
1442.TW,做空(Short),區間盤整,空方進場,0.5214,0.44,-0.12,0.0064,0.4888,樣本數不足 (0/10)，熱身中,KEEP
6923.TW,做空(Short),趨勢空頭,空方進場,0.5208,0.44,-0.12,0.0062,0.4885,樣本數不足 (0/10)，熱身中,KEEP
4770.TW,做空(Short),區間盤整,空方進場,0.5207,0.44,-0.12,0.0062,0.4884,樣本數不足 (0/10)，熱身中,KEEP
2606.TW,做空(Short),趨勢空頭,空方進場,0.5206,0.38,-0.24,0.0062,0.4644,樣本數不足 (0/10)，熱身中,KEEP
8367.TW,做空(Short),趨勢空頭,空方進場,0.5205,0.41,-0.18,0.0061,0.4763,樣本數不足 (0/10)，熱身中,KEEP
2891.TW,做多(Long),區間盤整,多方進場,0.5054,0.56,0.12,0.0061,0.5272,樣本數不足 (0/10)，熱身中,KEEP
7799.TW,做空(Short),趨勢空頭,空方進場,0.5198,0.44,-0.12,0.0059,0.4879,樣本數不足 (0/10)，熱身中,KEEP
1435.TW,做空(Short),趨勢空頭,空方進場,0.5197,0.41,-0.18,0.0059,0.4758,樣本數不足 (0/10)，熱身中,KEEP
6902.TW,做空(Short),趨勢空頭,空方進場,0.5192,0.38,-0.24,0.0058,0.4635,樣本數不足 (0/10)，熱身中,KEEP
4722.TW,做空(Short),區間盤整,空方進場,0.5186,0.44,-0.12,0.0056,0.4871,樣本數不足 (0/10)，熱身中,KEEP
8404.TW,做空(Short),趨勢空頭,空方進場,0.5185,0.47,-0.06,0.0056,0.4991,樣本數不足 (0/10)，熱身中,KEEP
6605.TW,做空(Short),趨勢空頭,空方進場,0.5182,0.38,-0.24,0.0055,0.4629,樣本數不足 (0/10)，熱身中,KEEP
6666.TW,做多(Long),區間盤整,多方進場,0.5033,0.56,0.12,0.0055,0.526,樣本數不足 (0/10)，熱身中,KEEP
8110.TW,做空(Short),區間盤整,空方進場,0.518,0.41,-0.18,0.0054,0.4748,樣本數不足 (0/10)，熱身中,KEEP
6426.TW,做多(Long),區間盤整,多方進場,0.4954,0.59,0.18,0.0054,0.5332,樣本數不足 (0/10)，熱身中,KEEP
4934.TW,做空(Short),區間盤整,空方進場,0.5172,0.41,-0.18,0.0051,0.4743,樣本數不足 (0/10)，熱身中,KEEP
2904.TW,做空(Short),區間盤整,空方進場,0.517,0.44,-0.12,0.0051,0.4862,樣本數不足 (0/10)，熱身中,KEEP
3535.TW,做空(Short),趨勢空頭,空方進場,0.5165,0.5,0.0,0.0049,0.5099,樣本數不足 (0/10)，熱身中,KEEP
2353.TW,做空(Short),區間盤整,空方進場,0.5163,0.41,-0.18,0.0049,0.4738,樣本數不足 (0/10)，熱身中,KEEP
1464.TW,做空(Short),趨勢空頭,空方進場,0.516,0.44,-0.12,0.0048,0.4856,樣本數不足 (0/10)，熱身中,KEEP
4108.TW,做空(Short),趨勢空頭,空方進場,0.5158,0.41,-0.18,0.0047,0.4735,樣本數不足 (0/10)，熱身中,KEEP
4439.TW,做空(Short),趨勢空頭,空方進場,0.5152,0.44,-0.12,0.0046,0.4851,樣本數不足 (0/10)，熱身中,KEEP
9935.TW,做空(Short),趨勢空頭,空方進場,0.515,0.38,-0.24,0.0045,0.461,樣本數不足 (0/10)，熱身中,KEEP
4557.TW,做空(Short),趨勢空頭,空方進場,0.5149,0.44,-0.12,0.0045,0.4849,樣本數不足 (0/10)，熱身中,KEEP
6835.TW,做空(Short),趨勢空頭,空方進場,0.5147,0.44,-0.12,0.0044,0.4848,樣本數不足 (0/10)，熱身中,KEEP
6955.TW,做空(Short),趨勢空頭,空方進場,0.5145,0.47,-0.06,0.0043,0.4967,樣本數不足 (0/10)，熱身中,KEEP
6994.TW,做空(Short),趨勢空頭,空方進場,0.514,0.41,-0.18,0.0042,0.4724,樣本數不足 (0/10)，熱身中,KEEP
6861.TW,做多(Long),趨勢空頭,多方進場,0.5065,0.53,0.06,0.0042,0.5159,樣本數不足 (0/10)，熱身中,KEEP
2480.TW,做空(Short),趨勢空頭,空方進場,0.5137,0.41,-0.18,0.0041,0.4722,樣本數不足 (0/10)，熱身中,KEEP
2880.TW,做多(Long),趨勢空頭,多方進場,0.5061,0.53,0.06,0.0041,0.5157,樣本數不足 (0/10)，熱身中,KEEP
2543.TW,做空(Short),趨勢空頭,空方進場,0.5134,0.44,-0.12,0.004,0.4841,樣本數不足 (0/10)，熱身中,KEEP
3501.TW,做空(Short),趨勢空頭,空方進場,0.5133,0.41,-0.18,0.004,0.472,樣本數不足 (0/10)，熱身中,KEEP
2362.TW,做空(Short),區間盤整,空方進場,0.5126,0.41,-0.18,0.0038,0.4715,樣本數不足 (0/10)，熱身中,KEEP
1802.TW,做空(Short),區間盤整,空方進場,0.5124,0.44,-0.12,0.0037,0.4834,樣本數不足 (0/10)，熱身中,KEEP
3661.TW,做空(Short),區間盤整,空方進場,0.5115,0.44,-0.12,0.0035,0.4829,樣本數不足 (0/10)，熱身中,KEEP
1617.TW,做空(Short),趨勢空頭,空方進場,0.5113,0.41,-0.18,0.0034,0.4708,樣本數不足 (0/10)，熱身中,KEEP
1432.TW,做空(Short),趨勢空頭,空方進場,0.5111,0.38,-0.24,0.0033,0.4587,樣本數不足 (0/10)，熱身中,KEEP
4915.TW,做空(Short),趨勢空頭,空方進場,0.511,0.38,-0.24,0.0033,0.4586,樣本數不足 (0/10)，熱身中,KEEP
1410.TW,做空(Short),趨勢空頭,空方進場,0.5105,0.41,-0.18,0.0031,0.4703,樣本數不足 (0/10)，熱身中,KEEP
2607.TW,做空(Short),趨勢空頭,空方進場,0.5102,0.41,-0.18,0.0031,0.4701,樣本數不足 (0/10)，熱身中,KEEP
2477.TW,做空(Short),區間盤整,空方進場,0.5101,0.47,-0.06,0.003,0.4941,樣本數不足 (0/10)，熱身中,KEEP
1540.TW,做空(Short),趨勢空頭,空方進場,0.5098,0.38,-0.24,0.0029,0.4579,樣本數不足 (0/10)，熱身中,KEEP
2478.TW,做空(Short),區間盤整,空方進場,0.5094,0.44,-0.12,0.0028,0.4816,樣本數不足 (0/10)，熱身中,KEEP
6139.TW,做空(Short),區間盤整,空方進場,0.5094,0.44,-0.12,0.0028,0.4816,樣本數不足 (0/10)，熱身中,KEEP
2239.TW,做空(Short),趨勢空頭,空方進場,0.5094,0.38,-0.24,0.0028,0.4577,樣本數不足 (0/10)，熱身中,KEEP
2547.TW,做空(Short),趨勢空頭,空方進場,0.5091,0.44,-0.12,0.0027,0.4815,樣本數不足 (0/10)，熱身中,KEEP
2211.TW,做空(Short),區間盤整,空方進場,0.509,0.44,-0.12,0.0027,0.4814,樣本數不足 (0/10)，熱身中,KEEP
6128.TW,做空(Short),趨勢空頭,空方進場,0.5088,0.44,-0.12,0.0026,0.4813,樣本數不足 (0/10)，熱身中,KEEP
4588.TW,做空(Short),趨勢空頭,空方進場,0.5075,0.41,-0.18,0.0023,0.4685,樣本數不足 (0/10)，熱身中,KEEP
2524.TW,做多(Long),區間盤整,多方進場,0.4926,0.56,0.12,0.0023,0.5196,樣本數不足 (0/10)，熱身中,KEEP
1515.TW,做空(Short),趨勢空頭,空方進場,0.5074,0.38,-0.24,0.0022,0.4564,樣本數不足 (0/10)，熱身中,KEEP
6165.TW,做空(Short),趨勢空頭,空方進場,0.5073,0.47,-0.06,0.0022,0.4924,樣本數不足 (0/10)，熱身中,KEEP
2545.TW,做空(Short),區間盤整,空方進場,0.5073,0.44,-0.12,0.0022,0.4804,樣本數不足 (0/10)，熱身中,KEEP
2329.TW,做空(Short),區間盤整,空方進場,0.5065,0.44,-0.12,0.002,0.4799,樣本數不足 (0/10)，熱身中,KEEP
2753.TW,做空(Short),區間盤整,空方進場,0.5062,0.44,-0.12,0.0019,0.4797,樣本數不足 (0/10)，熱身中,KEEP
8996.TW,做空(Short),區間盤整,空方進場,0.5061,0.38,-0.24,0.0018,0.4557,樣本數不足 (0/10)，熱身中,KEEP
8442.TW,做空(Short),趨勢空頭,空方進場,0.5054,0.44,-0.12,0.0016,0.4792,樣本數不足 (0/10)，熱身中,KEEP
6414.TW,做空(Short),區間盤整,空方進場,0.5052,0.47,-0.06,0.0015,0.4911,樣本數不足 (0/10)，熱身中,KEEP
6117.TW,做空(Short),區間盤整,空方進場,0.505,0.41,-0.18,0.0015,0.467,樣本數不足 (0/10)，熱身中,KEEP
1434.TW,做空(Short),趨勢空頭,空方進場,0.5049,0.38,-0.24,0.0015,0.4549,樣本數不足 (0/10)，熱身中,KEEP
6625.TW,做空(Short),趨勢空頭,空方進場,0.5048,0.38,-0.24,0.0014,0.4549,樣本數不足 (0/10)，熱身中,KEEP
2338.TW,做多(Long),區間盤整,多方進場,0.4895,0.56,0.12,0.0014,0.5177,樣本數不足 (0/10)，熱身中,KEEP
3712.TW,做空(Short),區間盤整,空方進場,0.5044,0.5,0.0,0.0013,0.5026,樣本數不足 (0/10)，熱身中,KEEP
6958.TW,做空(Short),區間盤整,空方進場,0.5041,0.47,-0.06,0.0012,0.4905,樣本數不足 (0/10)，熱身中,KEEP
5906.TW,做空(Short),趨勢空頭,空方進場,0.5034,0.44,-0.12,0.001,0.478,樣本數不足 (0/10)，熱身中,KEEP
2420.TW,做空(Short),區間盤整,空方進場,0.503,0.41,-0.18,0.0009,0.4658,樣本數不足 (0/10)，熱身中,KEEP
3376.TW,做空(Short),區間盤整,空方進場,0.5028,0.41,-0.18,0.0008,0.4657,樣本數不足 (0/10)，熱身中,KEEP
2915.TW,做空(Short),趨勢空頭,空方進場,0.5027,0.38,-0.24,0.0008,0.4536,樣本數不足 (0/10)，熱身中,KEEP
3046.TW,做空(Short),趨勢空頭,空方進場,0.5025,0.41,-0.18,0.0008,0.4655,樣本數不足 (0/10)，熱身中,KEEP
6281.TW,做空(Short),趨勢空頭,空方進場,0.5025,0.41,-0.18,0.0007,0.4655,樣本數不足 (0/10)，熱身中,KEEP
4572.TW,做空(Short),區間盤整,空方進場,0.5019,0.47,-0.06,0.0006,0.4892,樣本數不足 (0/10)，熱身中,KEEP
9905.TW,做空(Short),趨勢空頭,空方進場,0.5016,0.38,-0.24,0.0005,0.4529,樣本數不足 (0/10)，熱身中,KEEP
2939.TW,做空(Short),趨勢空頭,空方進場,0.5013,0.41,-0.18,0.0004,0.4648,樣本數不足 (0/10)，熱身中,KEEP
1525.TW,做空(Short),區間盤整,空方進場,0.5006,0.44,-0.12,0.0002,0.4764,樣本數不足 (0/10)，熱身中,KEEP
1708.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6515.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2107.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2313.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6934.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
3528.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
5522.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1418.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
7721.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1530.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1103.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
9940.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
5533.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1325.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
3150.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1734.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
