Ticker,Direction,Regime,Structure,AI_Proba,Hist_WinRate,EV,Kelly_Pos,Score,Risk,Health
9958.TW,做空(Short),趨勢空頭,空方進場,0.466,0.53,0.06,0.0,0.4916,樣本數不足 (0/10)，熱身中,KEEP
6024.TW,做空(Short),區間盤整,空方進場,0.4659,0.44,-0.12,0.0,0.4555,樣本數不足 (0/10)，熱身中,KEEP
2033.TW,做空(Short),區間盤整,空方進場,0.4655,0.47,-0.06,0.0,0.4673,樣本數不足 (0/10)，熱身中,KEEP
7795.TW,做多(Long),區間盤整,多方進場,0.4653,0.53,0.06,0.0,0.4912,樣本數不足 (0/10)，熱身中,KEEP
2748.TW,做多(Long),區間盤整,多方進場,0.4647,0.56,0.12,0.0,0.5028,樣本數不足 (0/10)，熱身中,KEEP
2712.TW,做空(Short),趨勢空頭,空方進場,0.464,0.47,-0.06,0.0,0.4664,樣本數不足 (0/10)，熱身中,KEEP
1614.TW,做空(Short),趨勢空頭,空方進場,0.4621,0.41,-0.18,0.0,0.4413,樣本數不足 (0/10)，熱身中,KEEP
6862.TW,做空(Short),區間盤整,空方進場,0.4607,0.44,-0.12,0.0,0.4524,樣本數不足 (0/10)，熱身中,KEEP
2385.TW,做空(Short),趨勢空頭,空方進場,0.4602,0.41,-0.18,0.0,0.4401,樣本數不足 (0/10)，熱身中,KEEP
2832.TW,做空(Short),趨勢空頭,空方進場,0.4599,0.38,-0.24,0.0,0.428,樣本數不足 (0/10)，熱身中,KEEP
2739.TW,做多(Long),區間盤整,多方進場,0.4595,0.59,0.18,0.0,0.5117,樣本數不足 (0/10)，熱身中,KEEP
2884.TW,做空(Short),趨勢空頭,空方進場,0.4585,0.47,-0.06,0.0,0.4631,樣本數不足 (0/10)，熱身中,KEEP
6807.TW,做空(Short),趨勢空頭,空方進場,0.4583,0.44,-0.12,0.0,0.451,樣本數不足 (0/10)，熱身中,KEEP
1437.TW,做空(Short),趨勢空頭,空方進場,0.4572,0.44,-0.12,0.0,0.4503,樣本數不足 (0/10)，熱身中,KEEP
6201.TW,做多(Long),趨勢空頭,多方進場,0.4571,0.59,0.18,0.0,0.5103,樣本數不足 (0/10)，熱身中,KEEP
3164.TW,做空(Short),區間盤整,空方進場,0.4561,0.44,-0.12,0.0,0.4496,樣本數不足 (0/10)，熱身中,KEEP
6951.TW,做空(Short),趨勢空頭,空方進場,0.4561,0.38,-0.24,0.0,0.4256,樣本數不足 (0/10)，熱身中,KEEP
1722.TW,做空(Short),趨勢空頭,空方進場,0.4556,0.38,-0.24,0.0,0.4254,樣本數不足 (0/10)，熱身中,KEEP
2115.TW,做多(Long),趨勢空頭,多方進場,0.4552,0.59,0.18,0.0,0.5091,樣本數不足 (0/10)，熱身中,KEEP
6933.TW,做多(Long),區間盤整,多方進場,0.455,0.59,0.18,0.0,0.509,樣本數不足 (0/10)，熱身中,KEEP
4190.TW,做空(Short),趨勢空頭,空方進場,0.4536,0.47,-0.06,0.0,0.4602,樣本數不足 (0/10)，熱身中,KEEP
4155.TW,做多(Long),趨勢空頭,多方進場,0.4519,0.53,0.06,0.0,0.4832,樣本數不足 (0/10)，熱身中,KEEP
3049.TW,做空(Short),趨勢空頭,空方進場,0.4486,0.5,0.0,0.0,0.4691,樣本數不足 (0/10)，熱身中,KEEP
6443.TW,做空(Short),趨勢空頭,空方進場,0.4472,0.5,0.0,0.0,0.4683,樣本數不足 (0/10)，熱身中,KEEP
2496.TW,做空(Short),區間盤整,空方進場,0.4467,0.47,-0.06,0.0,0.456,樣本數不足 (0/10)，熱身中,KEEP
2812.TW,做多(Long),區間盤整,多方進場,0.4464,0.56,0.12,0.0,0.4919,樣本數不足 (0/10)，熱身中,KEEP
2867.TW,做空(Short),趨勢空頭,空方進場,0.4451,0.5,0.0,0.0,0.4671,樣本數不足 (0/10)，熱身中,KEEP
1451.TW,做空(Short),區間盤整,空方進場,0.445,0.47,-0.06,0.0,0.455,樣本數不足 (0/10)，熱身中,KEEP
6550.TW,做多(Long),趨勢空頭,多方進場,0.4437,0.53,0.06,0.0,0.4782,樣本數不足 (0/10)，熱身中,KEEP
1220.TW,做空(Short),趨勢空頭,空方進場,0.4428,0.41,-0.18,0.0,0.4297,樣本數不足 (0/10)，熱身中,KEEP
4736.TW,做空(Short),趨勢空頭,空方進場,0.4421,0.41,-0.18,0.0,0.4293,樣本數不足 (0/10)，熱身中,KEEP
9937.TW,做多(Long),趨勢空頭,多方進場,0.44,0.53,0.06,0.0,0.476,樣本數不足 (0/10)，熱身中,KEEP
4967.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1326.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1423.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
6962.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1446.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
6969.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2007.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2008.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2028.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2017.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2910.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
4771.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1234.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
6005.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2436.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
4306.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2241.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3058.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
8488.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2108.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
5525.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1460.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3592.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3715.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3057.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3034.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1307.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
4560.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
5007.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2022.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3168.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2013.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1313.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3149.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2368.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1472.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
6205.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1711.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2014.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
6142.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3432.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
6579.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
8162.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1436.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3543.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1558.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2849.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1710.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1455.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
1454.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
9136.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3060.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2539.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3550.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2438.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2441.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3050.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
3025.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
6776.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2506.TW,做空(Short),趨勢多頭,空方進場,0.44,0.44,-0.12,0.0,0.44,樣本數不足 (0/10)，熱身中,KEEP
2852.TW,做空(Short),趨勢空頭,空方進場,0.4377,0.44,-0.12,0.0,0.4386,樣本數不足 (0/10)，熱身中,KEEP
2534.TW,做空(Short),區間盤整,空方進場,0.4376,0.41,-0.18,0.0,0.4266,樣本數不足 (0/10)，熱身中,KEEP
2430.TW,做空(Short),趨勢空頭,空方進場,0.4375,0.44,-0.12,0.0,0.4385,樣本數不足 (0/10)，熱身中,KEEP
2882.TW,做空(Short),趨勢空頭,空方進場,0.4367,0.44,-0.12,0.0,0.438,樣本數不足 (0/10)，熱身中,KEEP
8411.TW,做空(Short),區間盤整,空方進場,0.4328,0.44,-0.12,0.0,0.4357,樣本數不足 (0/10)，熱身中,KEEP
9928.TW,做空(Short),區間盤整,空方進場,0.4309,0.47,-0.06,0.0,0.4465,樣本數不足 (0/10)，熱身中,KEEP
6183.TW,做空(Short),趨勢空頭,空方進場,0.4297,0.5,0.0,0.0,0.4578,樣本數不足 (0/10)，熱身中,KEEP
3138.TW,做空(Short),區間盤整,空方進場,0.4291,0.41,-0.18,0.0,0.4214,樣本數不足 (0/10)，熱身中,KEEP
2536.TW,做空(Short),區間盤整,空方進場,0.4281,0.44,-0.12,0.0,0.4329,樣本數不足 (0/10)，熱身中,KEEP
5484.TW,做多(Long),區間盤整,多方進場,0.4258,0.53,0.06,0.0,0.4675,樣本數不足 (0/10)，熱身中,KEEP
6952.TW,做空(Short),趨勢空頭,空方進場,0.4222,0.41,-0.18,0.0,0.4173,樣本數不足 (0/10)，熱身中,KEEP
2816.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
3653.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
3033.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
6782.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
2010.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
1730.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
2855.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
2308.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
2360.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
2727.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
4949.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
3437.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
6226.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
1709.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
2059.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
3356.TW,做空(Short),趨勢多頭,空方進場,0.41,0.41,-0.18,0.0,0.41,樣本數不足 (0/10)，熱身中,KEEP
1506.TW,做空(Short),趨勢空頭,空方進場,0.4027,0.44,-0.12,0.0,0.4176,樣本數不足 (0/10)，熱身中,KEEP
1589.TW,做空(Short),趨勢空頭,空方進場,0.3961,0.53,0.06,0.0,0.4496,樣本數不足 (0/10)，熱身中,KEEP
3005.TW,做空(Short),趨勢空頭,空方進場,0.3935,0.47,-0.06,0.0,0.4241,樣本數不足 (0/10)，熱身中,KEEP
2450.TW,做空(Short),區間盤整,空方進場,0.3913,0.44,-0.12,0.0,0.4108,樣本數不足 (0/10)，熱身中,KEEP
2881.TW,做空(Short),趨勢空頭,空方進場,0.3896,0.5,0.0,0.0,0.4338,樣本數不足 (0/10)，熱身中,KEEP
1315.TW,做空(Short),區間盤整,空方進場,0.3887,0.44,-0.12,0.0,0.4092,樣本數不足 (0/10)，熱身中,KEEP
3052.TW,做空(Short),趨勢空頭,空方進場,0.3803,0.44,-0.12,0.0,0.4042,樣本數不足 (0/10)，熱身中,KEEP
1521.TW,做空(Short),趨勢空頭,空方進場,0.374,0.38,-0.24,0.0,0.3764,樣本數不足 (0/10)，熱身中,KEEP
2109.TW,做空(Short),趨勢空頭,空方進場,0.3698,0.41,-0.18,0.0,0.3859,樣本數不足 (0/10)，熱身中,KEEP
1416.TW,做空(Short),趨勢空頭,空方進場,0.3695,0.38,-0.24,0.0,0.3737,樣本數不足 (0/10)，熱身中,KEEP
2706.TW,做空(Short),趨勢空頭,空方進場,0.369,0.38,-0.24,0.0,0.3734,樣本數不足 (0/10)，熱身中,KEEP
1538.TW,做多(Long),趨勢空頭,多方進場,0.3643,0.56,0.12,0.0,0.4426,樣本數不足 (0/10)，熱身中,KEEP
1341.TW,做空(Short),趨勢空頭,空方進場,0.35,0.47,-0.06,0.0,0.398,樣本數不足 (0/10)，熱身中,KEEP
5876.TW,做多(Long),區間盤整,多方進場,0.3459,0.53,0.06,0.0,0.4195,樣本數不足 (0/10)，熱身中,KEEP
1339.TW,做空(Short),趨勢空頭,空方進場,0.3448,0.41,-0.18,0.0,0.3709,樣本數不足 (0/10)，熱身中,KEEP
1465.TW,做空(Short),趨勢空頭,空方進場,0.3363,0.47,-0.06,0.0,0.3898,樣本數不足 (0/10)，熱身中,KEEP
1441.TW,做空(Short),趨勢空頭,空方進場,0.3358,0.44,-0.12,0.0,0.3775,樣本數不足 (0/10)，熱身中,KEEP
2801.TW,做空(Short),趨勢空頭,空方進場,0.3355,0.35,-0.3,0.0,0.3413,樣本數不足 (0/10)，熱身中,KEEP
2834.TW,做多(Long),趨勢空頭,多方進場,0.3197,0.56,0.12,0.0,0.4158,樣本數不足 (0/10)，熱身中,KEEP
2608.TW,做多(Long),趨勢空頭,多方進場,0.3197,0.53,0.06,0.0,0.4038,樣本數不足 (0/10)，熱身中,KEEP
9930.TW,做空(Short),區間盤整,空方進場,0.3179,0.47,-0.06,0.0,0.3787,樣本數不足 (0/10)，熱身中,KEEP
5306.TW,做空(Short),趨勢空頭,空方進場,0.3134,0.38,-0.24,0.0,0.3401,樣本數不足 (0/10)，熱身中,KEEP
9942.TW,做多(Long),趨勢空頭,多方進場,0.311,0.56,0.12,0.0,0.4106,樣本數不足 (0/10)，熱身中,KEEP
2701.TW,做空(Short),趨勢空頭,空方進場,0.3018,0.38,-0.24,0.0,0.3331,樣本數不足 (0/10)，熱身中,KEEP
1537.TW,做空(Short),區間盤整,空方進場,0.2944,0.47,-0.06,0.0,0.3646,樣本數不足 (0/10)，熱身中,KEEP
3716.TW,做空(Short),趨勢空頭,空方進場,0.2921,0.38,-0.24,0.0,0.3273,樣本數不足 (0/10)，熱身中,KEEP
2412.TW,做空(Short),趨勢空頭,空方進場,0.2918,0.41,-0.18,0.0,0.3391,樣本數不足 (0/10)，熱身中,KEEP
1109.TW,做空(Short),趨勢空頭,空方進場,0.2907,0.41,-0.18,0.0,0.3384,樣本數不足 (0/10)，熱身中,KEEP
1752.TW,做空(Short),趨勢空頭,空方進場,0.2901,0.47,-0.06,0.0,0.362,樣本數不足 (0/10)，熱身中,KEEP
9944.TW,做空(Short),趨勢空頭,空方進場,0.29,0.5,0.0,0.0,0.374,樣本數不足 (0/10)，熱身中,KEEP
1477.TW,做空(Short),趨勢空頭,空方進場,0.286,0.5,0.0,0.0,0.3716,樣本數不足 (0/10)，熱身中,KEEP
1232.TW,做空(Short),趨勢空頭,空方進場,0.2834,0.5,0.0,0.0,0.3701,樣本數不足 (0/10)，熱身中,KEEP
1108.TW,做多(Long),趨勢空頭,多方進場,0.2798,0.53,0.06,0.0,0.3799,樣本數不足 (0/10)，熱身中,KEEP
4106.TW,做空(Short),趨勢空頭,空方進場,0.2795,0.44,-0.12,0.0,0.3437,樣本數不足 (0/10)，熱身中,KEEP
2459.TW,做空(Short),趨勢空頭,空方進場,0.2732,0.38,-0.24,0.0,0.3159,樣本數不足 (0/10)，熱身中,KEEP
8481.TW,做空(Short),區間盤整,空方進場,0.268,0.5,0.0,0.0,0.3608,樣本數不足 (0/10)，熱身中,KEEP
3130.TW,做空(Short),趨勢空頭,空方進場,0.2648,0.44,-0.12,0.0,0.3349,樣本數不足 (0/10)，熱身中,KEEP
2433.TW,做空(Short),趨勢空頭,空方進場,0.2621,0.38,-0.24,0.0,0.3092,樣本數不足 (0/10)，熱身中,KEEP
2511.TW,做空(Short),區間盤整,空方進場,0.2573,0.38,-0.24,0.0,0.3064,樣本數不足 (0/10)，熱身中,KEEP
1474.TW,做空(Short),區間盤整,空方進場,0.257,0.44,-0.12,0.0,0.3302,樣本數不足 (0/10)，熱身中,KEEP
2114.TW,做空(Short),區間盤整,空方進場,0.2548,0.44,-0.12,0.0,0.3289,樣本數不足 (0/10)，熱身中,KEEP
9925.TW,做空(Short),區間盤整,空方進場,0.2494,0.47,-0.06,0.0,0.3376,樣本數不足 (0/10)，熱身中,KEEP
6184.TW,做空(Short),趨勢空頭,空方進場,0.2466,0.47,-0.06,0.0,0.3359,樣本數不足 (0/10)，熱身中,KEEP
1726.TW,做空(Short),區間盤整,空方進場,0.2364,0.44,-0.12,0.0,0.3178,樣本數不足 (0/10)，熱身中,KEEP
1731.TW,做空(Short),趨勢空頭,空方進場,0.235,0.41,-0.18,0.0,0.305,樣本數不足 (0/10)，熱身中,KEEP
1817.TW,做空(Short),區間盤整,空方進場,0.2198,0.47,-0.06,0.0,0.3199,樣本數不足 (0/10)，熱身中,KEEP
2908.TW,做空(Short),區間盤整,空方進場,0.2081,0.41,-0.18,0.0,0.2889,樣本數不足 (0/10)，熱身中,KEEP
