Ticker SYMBOL,公司名稱,產業類別,產業類別名稱
4956.TW,光鋐科技股份有限公司,26,光電業
4958.TW,臻鼎科技控股股份有限公司,28,電子零組件業
4960.TW,誠美材料科技股份有限公司,26,光電業
4961.TW,天鈺科技股份有限公司,24,半導體業
4967.TW,十銓科技股份有限公司,24,半導體業
4968.TW,立積電子股份有限公司,24,半導體業
4976.TW,佳凌科技股份有限公司,26,光電業
4977.TW,眾達科技股份有限公司,27,通信網路業
4989.TW,李長榮科技股份有限公司,28,電子零組件業
4994.TW,傳奇網路遊戲股份有限公司,30,資訊服務業
4999.TW,鑫禾科技股份有限公司,28,電子零組件業
5007.TW,三星科技股份有限公司,10,鋼鐵工業
5203.TW,訊連科技股份有限公司,30,資訊服務業
5215.TW,科嘉(開曼)股份有限公司,25,電腦及週邊設備業
5222.TW,全訊科技股份有限公司,24,半導體業
5225.TW,東科控股股份有限公司,31,其他電子業
5234.TW,達興材料股份有限公司,26,光電業
5243.TW,乙盛精密工業股份有限公司,26,光電業
5244.TW,弘凱光電股份有限公司,26,光電業
5258.TW,虹堡科技股份有限公司,25,電腦及週邊設備業
5269.TW,祥碩科技股份有限公司,24,半導體業
5283.TW,禾聯碩股份有限公司,6,電器電纜
5284.TW,經寶精密控股股份有限公司,20,其他業
5285.TW,界霖科技股份有限公司,24,半導體業
5288.TW,開曼商豐祥控股股份有限公司,5,電機機械
5292.TW,華懋科技股份有限公司,35,綠能環保
5306.TW,桂盟國際股份有限公司,37,運動休閒
5388.TW,中磊電子股份有限公司,27,通信網路業
5434.TW,崇越科技股份有限公司,29,電子通路業
5469.TW,瀚宇博德股份有限公司,28,電子零組件業
5471.TW,松翰科技股份有限公司,24,半導體業
5484.TW,慧友電子股份有限公司,26,光電業
5515.TW,建國工程股份有限公司,14,建材營造業
5519.TW,隆大營建事業股份有限公司,14,建材營造業
5521.TW,工信工程股份有限公司,14,建材營造業
5522.TW,遠雄建設事業股份有限公司,14,建材營造業
5525.TW,順天建設股份有限公司,14,建材營造業
5531.TW,鄉林建設事業股份有限公司,14,建材營造業
5533.TW,皇鼎建設開發股份有限公司,14,建材營造業
5534.TW,長虹建設股份有限公司,14,建材營造業
5538.TW,開曼東明控股股份有限公司,10,鋼鐵工業
5546.TW,永固集團股份有限公司,14,建材營造業
5607.TW,遠雄自貿港投資控股股份有限公司,15,航運業
5608.TW,四維航業股份有限公司,15,航運業
5706.TW,鳳凰國際旅行社股份有限公司,16,觀光餐旅
5871.TW,中租控股股份有限公司,20,其他業
5876.TW,上海商業儲蓄銀行股份有限公司,17,金融保險業
5880.TW,合作金庫金融控股股份有限公司,17,金融保險業
5906.TW,台南生活(開曼)股份有限公司,18,貿易百貨業
5907.TW,Grand Ocean RetailGroupLimited,18,貿易百貨業
6005.TW,群益金鼎證券股份有限公司,17,金融保險業
6024.TW,群益期貨股份有限公司,17,金融保險業
6108.TW,競國實業股份有限公司,28,電子零組件業
6112.TW,邁達特數位股份有限公司,30,資訊服務業
6115.TW,鎰勝工業股份有限公司,28,電子零組件業
6116.TW,瀚宇彩晶股份有限公司,26,光電業
6117.TW,迎廣科技股份有限公司,25,電腦及週邊設備業
6120.TW,達運精密工業股份有限公司,26,光電業
6128.TW,上福全球科技股份有限公司,25,電腦及週邊設備業
6133.TW,金橋科技股份有限公司,28,電子零組件業
6136.TW,富爾特科技股份有限公司,27,通信網路業
6139.TW,亞翔工程股份有限公司,31,其他電子業
6141.TW,柏承科技股份有限公司,28,電子零組件業
6142.TW,友勁科技股份有限公司,27,通信網路業
6152.TW,百一電子股份有限公司,27,通信網路業
6153.TW,嘉聯益科技股份有限公司,28,電子零組件業
6155.TW,鈞寶電子工業股份有限公司,28,電子零組件業
6164.TW,華興電子工業股份有限公司,26,光電業
6165.TW,浪凡網路科技股份有限公司,36,數位雲端
6166.TW,凌華科技股份有限公司,25,電腦及週邊設備業
6168.TW,宏齊科技股份有限公司,26,光電業
6176.TW,瑞儀光電股份有限公司,26,光電業
6177.TW,達麗建設事業股份有限公司,14,建材營造業
6183.TW,關貿網路股份有限公司,30,資訊服務業
6184.TW,大豐有線電視股份有限公司,20,其他業
6189.TW,豐藝電子股份有限公司,29,電子通路業
6191.TW,精成科技股份有限公司,28,電子零組件業
6192.TW,巨路國際股份有限公司,31,其他電子業
6196.TW,帆宣系統科技股份有限公司,31,其他電子業
6197.TW,佳必琪國際股份有限公司,28,電子零組件業
6201.TW,亞弘電科技股份有限公司,31,其他電子業
6202.TW,盛群半導體股份有限公司,24,半導體業
6205.TW,詮欣股份有限公司,28,電子零組件業
6206.TW,飛捷科技股份有限公司,25,電腦及週邊設備業
6209.TW,今國光學工業股份有限公司,26,光電業
6213.TW,聯茂電子股份有限公司,28,電子零組件業
6214.TW,精誠資訊股份有限公司,30,資訊服務業
6215.TW,和椿科技股份有限公司,31,其他電子業
6216.TW,居易科技股份有限公司,27,通信網路業
6224.TW,聚鼎科技股份有限公司,28,電子零組件業
6225.TW,天瀚科技股份有限公司,26,光電業
6226.TW,光鼎電子股份有限公司,26,光電業
6230.TW,尼得科超眾科技股份有限公司,25,電腦及週邊設備業
6235.TW,華孚科技股份有限公司,25,電腦及週邊設備業
6239.TW,力成科技股份有限公司,24,半導體業
6243.TW,迅杰科技股份有限公司,24,半導體業
6257.TW,矽格股份有限公司,24,半導體業
6269.TW,台郡科技股份有限公司,28,電子零組件業
6271.TW,同欣電子工業股份有限公司,24,半導體業
6272.TW,驊陞科技股份有限公司,28,電子零組件業
6277.TW,宏正自動科技股份有限公司,25,電腦及週邊設備業
6278.TW,台灣表面黏著科技股份有限公司,26,光電業
6281.TW,全國電子股份有限公司,29,電子通路業
6282.TW,康舒科技股份有限公司,28,電子零組件業
6283.TW,淳安電子股份有限公司,31,其他電子業
6285.TW,啟碁科技股份有限公司,27,通信網路業
6405.TW,悅城科技股份有限公司,26,光電業
6409.TW,旭隼科技股份有限公司,31,其他電子業
6412.TW,群光電能科技股份有限公司,28,電子零組件業
6414.TW,樺漢科技股份有限公司,25,電腦及週邊設備業
6415.TW,矽力杰股份有限公司,24,半導體業
6416.TW,瑞祺電通股份有限公司,27,通信網路業
6426.TW,統新光訊股份有限公司,27,通信網路業
6431.TW,光麗生技控股股份有限公司,22,生技醫療業
6438.TW,迅得機械股份有限公司,31,其他電子業
6442.TW,光紅建聖股份有限公司,27,通信網路業
6443.TW,元晶太陽能科技股份有限公司,26,光電業
6446.TW,藥華醫藥股份有限公司,22,生技醫療業
6449.TW,鈺邦科技股份有限公司,28,電子零組件業
6451.TW,訊芯科技控股股份有限公司,24,半導體業
6456.TW,GIS Holding Limited,26,光電業
6464.TW,台灣數位光訊科技股份有限公司,20,其他業
6472.TW,保瑞藥業股份有限公司,22,生技醫療業
6477.TW,安集科技股份有限公司,26,光電業
6491.TW,晶碩光學股份有限公司,22,生技醫療業
6504.TW,南六企業股份有限公司,20,其他業
6505.TW,台塑石化股份有限公司,23,油電燃氣業
6515.TW,穎崴科技股份有限公司,24,半導體業
6525.TW,捷敏股份有限公司,24,半導體業
6526.TW,達發科技股份有限公司,24,半導體業
6531.TW,愛普科技股份有限公司,24,半導體業
6533.TW,晶心科技股份有限公司,24,半導體業
6534.TW,正瀚生技股份有限公司,22,生技醫療業
6541.TW,泰福生技股份有限公司,22,生技醫療業
6550.TW,北極星藥業集團股份有限公司,22,生技醫療業
6552.TW,易華電子股份有限公司,24,半導體業
6558.TW,興能高科技股份有限公司,31,其他電子業
6573.TW,虹揚發展科技股份有限公司,24,半導體業
6579.TW,研揚科技股份有限公司,25,電腦及週邊設備業
6581.TW,台灣鋼聯股份有限公司,35,綠能環保
6582.TW,申豐特用應材股份有限公司,11,橡膠工業
6585.TW,鼎基先進材料股份有限公司,20,其他業
6589.TW,台康生技股份有限公司,22,生技醫療業
6591.TW,動力科技股份有限公司,25,電腦及週邊設備業
6592.TW,和潤企業股份有限公司,20,其他業
6598.TW,Applied BioCode Corporation,22,生技醫療業
6605.TW,帝寶工業股份有限公司,12,汽車工業
6606.TW,建德工業股份有限公司,5,電機機械
6614.TW,資拓宏宇國際股份有限公司,36,數位雲端
6625.TW,必應創造股份有限公司,20,其他業
6641.TW,基士德科技股份有限公司,35,綠能環保
6645.TW,金萬林企業股份有限公司,22,生技醫療業
6655.TW,科定企業股份有限公司,20,其他業
6657.TW,華安醫學股份有限公司,22,生技醫療業
6658.TW,聯策科技股份有限公司,31,其他電子業
6666.TW,羅麗芬控股股份有限公司,22,生技醫療業
6668.TW,中揚光電股份有限公司,26,光電業
6669.TW,緯穎科技服務股份有限公司,25,電腦及週邊設備業
6670.TW,復盛應用科技股份有限公司,37,運動休閒
6671.TW,三能集團控股股份有限公司,38,居家生活
6672.TW,騰輝電子國際集團股份有限公司,28,電子零組件業
6674.TW,鋐寶科技股份有限公司,27,通信網路業
6689.TW,伊雲谷數位科技股份有限公司,36,數位雲端
6691.TW,洋基工程股份有限公司,31,其他電子業
6695.TW,芯鼎科技股份有限公司,24,半導體業
6698.TW,旭暉應用材料股份有限公司,31,其他電子業
6706.TW,惠特科技股份有限公司,26,光電業
6715.TW,嘉基科技股份有限公司,28,電子零組件業
6719.TW,力智電子股份有限公司,24,半導體業
6722.TW,輝創電子股份有限公司,31,其他電子業
6742.TW,澤米科技股份有限公司,26,光電業
6743.TW,安普新股份有限公司,31,其他電子業
6753.TW,龍德造船工業股份有限公司,15,航運業
6754.TW,匯僑室內裝修設計股份有限公司,38,居家生活
6756.TW,威鋒電子股份有限公司,24,半導體業
6757.TW,台灣虎航股份有限公司,15,航運業
6768.TW,志強國際企業股份有限公司,37,運動休閒
6770.TW,力晶積成電子製造股份有限公司,24,半導體業
6771.TW,平和環保科技股份有限公司,35,綠能環保
6776.TW,展碁國際股份有限公司,29,電子通路業
6781.TW,"AES Holding Co., Ltd.",28,電子零組件業
6782.TW,視陽光學股份有限公司,22,生技醫療業
6789.TW,采鈺科技股份有限公司,24,半導體業
6790.TW,永豐餘消費品實業股份有限公司,9,造紙工業
6792.TW,詠業科技股份有限公司,27,通信網路業
6794.TW,向榮生醫科技股份有限公司,22,生技醫療業
6796.TW,晉弘科技股份有限公司,22,生技醫療業
6799.TW,來頡科技股份有限公司,24,半導體業
6805.TW,富世達股份有限公司,28,電子零組件業
6806.TW,森崴能源股份有限公司,35,綠能環保
6807.TW,峰源集團股份有限公司,38,居家生活
6830.TW,汎銓科技股份有限公司,31,其他電子業
6831.TW,邁&#33834;科技股份有限公司,25,電腦及週邊設備業
6834.TW,天二科技股份有限公司,28,電子零組件業
6835.TW,圓裕企業股份有限公司,28,電子零組件業
6838.TW,台新藥股份有限公司,22,生技醫療業
6854.TW,PlayNitride Inc.,24,半導體業
6861.TW,睿生光電股份有限公司,22,生技醫療業
6862.TW,三集瑞科技國際集團股份有限公司,28,電子零組件業
6863.TW,Arizon RFID Technology,27,通信網路業
6869.TW,雲豹能源科技股份有限公司,35,綠能環保
6873.TW,泓德能源科技股份有限公司,35,綠能環保
6885.TW,全福生物科技股份有限公司,22,生技醫療業
6887.TW,寶綠特資源再生工程股份有限公司,35,綠能環保
6890.TW,來億興業股份有限公司,37,運動休閒
6901.TW,鑽石生技投資股份有限公司,20,其他業
6902.TW,走著瞧股份有限公司,36,數位雲端
6906.TW,現觀科技股份有限公司,36,數位雲端
6908.TW,宏碁遊戲股份有限公司,29,電子通路業
6909.TW,創控科技股份有限公司,24,半導體業
6914.TW,阜爾運通股份有限公司,20,其他業
6916.TW,華凌光電股份有限公司,26,光電業
6918.TW,愛派司生技股份有限公司,22,生技醫療業
6919.TW,康霈生技股份有限公司,22,生技醫療業
6921.TW,嘉雨思科技股份有限公司,24,半導體業
6923.TW,中台資源科技股份有限公司,35,綠能環保
6924.TW,榮惠集團(開曼)股份有限公司,28,電子零組件業
6928.TW,攸泰科技股份有限公司,25,電腦及週邊設備業
6931.TW,青松健康股份有限公司,22,生技醫療業
6933.TW,艾瑪斯科技控股股份有限公司,25,電腦及週邊設備業
6934.TW,心誠鎂行動醫電股份有限公司,22,生技醫療業
6936.TW,永鴻國際生技股份有限公司,22,生技醫療業
6937.TW,天虹科技股份有限公司,24,半導體業
6944.TW,兆聯實業股份有限公司,35,綠能環保
6949.TW,沛爾生技醫藥股份有限公司,22,生技醫療業
6951.TW,青新環境工程股份有限公司,35,綠能環保
6952.TW,大武山牧場科技股份有限公司,20,其他業
6955.TW,邦睿生技股份有限公司,22,生技醫療業
6957.TW,裕慶金屬股份有限公司,20,其他業
6958.TW,日盛台駿國際租賃股份有限公司,20,其他業
6962.TW,ITH Corporation,24,半導體業
6965.TW,中傑投資控股股份有限公司,37,運動休閒
6969.TW,成信實業股份有限公司,35,綠能環保
6988.TW,威力暘電子股份有限公司,12,汽車工業
6994.TW,富威電力股份有限公司,35,綠能環保
7610.TW,聯友金屬科技股份有限公司,35,綠能環保
7631.TW,聚賢研發股份有限公司,31,其他電子業
7705.TW,三商餐飲股份有限公司,16,觀光餐旅
7711.TW,永擎電子股份有限公司,25,電腦及週邊設備業
7721.TW,微程式資訊股份有限公司,36,數位雲端
7722.TW,連加網路商業股份有限公司,36,數位雲端
7730.TW,暉盛科技股份有限公司,24,半導體業
7732.TW,金興精密工業股份有限公司,12,汽車工業
7736.TW,虎山實業股份有限公司,12,汽車工業
7740.TW,熙特爾新能源股份有限公司,35,綠能環保
7749.TW,意騰科技股份有限公司,24,半導體業
7750.TW,新代科技股份有限公司,5,電機機械
7765.TW,中華資安國際股份有限公司,36,數位雲端
7769.TW,鴻勁精密股份有限公司,24,半導體業
7780.TW,大研生醫國際股份有限公司,2,食品工業
7786.TW,東方風能科技股份有限公司,35,綠能環保
7788.TW,松川精密股份有限公司,28,電子零組件業
7791.TW,皇家可口股份有限公司,2,食品工業
7795.TW,長廣精機股份有限公司,28,電子零組件業
7799.TW,禾榮科技股份有限公司,22,生技醫療業
7822.TW,倍利科技股份有限公司,24,半導體業
7823.TW,奧義賽博科技股份有限公司,36,數位雲端
8011.TW,台通光電股份有限公司,27,通信網路業
8016.TW,矽創電子股份有限公司,24,半導體業
8021.TW,尖點科技股份有限公司,31,其他電子業
8028.TW,昇陽國際半導體股份有限公司,24,半導體業
8033.TW,雷虎科技股份有限公司,20,其他業
8039.TW,台虹科技股份有限公司,28,電子零組件業
8045.TW,達運光電股份有限公司,27,通信網路業
8046.TW,南亞電路板股份有限公司,28,電子零組件業
8070.TW,長華電材股份有限公司,29,電子通路業
8072.TW,陞泰科技股份有限公司,29,電子通路業
8081.TW,致新科技股份有限公司,24,半導體業
8101.TW,華冠通訊股份有限公司,27,通信網路業
8103.TW,瀚荃股份有限公司,28,電子零組件業
8104.TW,錸寶科技股份有限公司,26,光電業
8105.TW,凌巨科技股份有限公司,26,光電業
8110.TW,華東科技股份有限公司,24,半導體業
8112.TW,至上電子股份有限公司,29,電子通路業
8114.TW,振樺電子股份有限公司,25,電腦及週邊設備業
8131.TW,福懋科技股份有限公司,24,半導體業
8150.TW,南茂科技股份有限公司,24,半導體業
8162.TW,微矽電子股份有限公司,24,半導體業
8163.TW,達方電子股份有限公司,25,電腦及週邊設備業
8201.TW,無敵科技股份有限公司,31,其他電子業
8210.TW,勤誠興業股份有限公司,25,電腦及週邊設備業
8213.TW,志超科技股份有限公司,28,電子零組件業
8215.TW,明基材料股份有限公司,26,光電業
8222.TW,寶一科技股份有限公司,5,電機機械
8249.TW,菱光科技股份有限公司,28,電子零組件業
8261.TW,富鼎先進電子股份有限公司,24,半導體業
8271.TW,宇瞻科技股份有限公司,24,半導體業
8341.TW,日友環保科技股份有限公司,35,綠能環保
8367.TW,建新國際股份有限公司,15,航運業
8374.TW,羅昇企業股份有限公司,5,電機機械
8404.TW,百和興業股份有限公司(開曼),20,其他業
8411.TW,福貞控股股份有限公司,20,其他業
8422.TW,可寧衛股份有限公司,35,綠能環保
8429.TW,金麗集團控股有限公司,18,貿易百貨業
8438.TW,昶昕實業股份有限公司,35,綠能環保
8442.TW,威宏控股股份有限公司,20,其他業
8443.TW,阿瘦實業股份有限公司,18,貿易百貨業
8454.TW,富邦媒體科技股份有限公司,36,數位雲端
8462.TW,柏文健康事業股份有限公司,37,運動休閒
8463.TW,潤泰精密材料股份有限公司,20,其他業
8464.TW,億豐綜合工業股份有限公司,38,居家生活
8466.TW,美吉吉國際股份有限公司,20,其他業
8467.TW,波力環球企業股份有限公司,37,運動休閒
8473.TW,山林水環境工程股份有限公司,35,綠能環保
8476.TW,台境企業股份有限公司,35,綠能環保
8478.TW,東哥企業股份有限公司,37,運動休閒
8481.TW,政伸企業股份有限公司,20,其他業
8482.TW,商億全球控股有限公司,38,居家生活
8487.TW,愛爾達科技股份有限公司,36,數位雲端
8488.TW,吉源控股股份有限公司,20,其他業
8499.TW,鼎炫投資控股股份有限公司,31,其他電子業
8926.TW,台灣汽電共生股份有限公司,23,油電燃氣業
8940.TW,新天地國際實業股份有限公司,16,觀光餐旅
8996.TW,高力熱處理工業股份有限公司,5,電機機械
9103.TW,美德向邦醫療國際股份有限公司,91,91
9105.TW,泰金寶科技股份有限公司,91,91
9110.TW,越南製造加工出口控股有限公司,91,91
9136.TW,巨騰國際控股有限公司,91,91
9802.TW,鈺齊國際股份有限公司,37,運動休閒
9902.TW,台火開發股份有限公司,20,其他業
9904.TW,寶成工業股份有限公司,37,運動休閒
9905.TW,大華金屬工業股份有限公司,20,其他業
9906.TW,欣巴巴事業股份有限公司,14,建材營造業
9907.TW,統一實業股份有限公司,20,其他業
9908.TW,大台北區瓦斯股份有限公司,23,油電燃氣業
9910.TW,豐泰企業股份有限公司,37,運動休閒
9911.TW,台灣櫻花股份有限公司,38,居家生活
9912.TW,偉聯科技股份有限公司,25,電腦及週邊設備業
9914.TW,美利達工業股份有限公司,37,運動休閒
9917.TW,中興保全科技股份有限公司,20,其他業
9918.TW,欣欣天然氣股份有限公司,23,油電燃氣業
9919.TW,康那香企業股份有限公司,20,其他業
9921.TW,巨大機械工業股份有限公司,37,運動休閒
9924.TW,台灣福興工業股份有限公司,38,居家生活
9925.TW,台灣新光保全股份有限公司,20,其他業
9926.TW,新海瓦斯股份有限公司,23,油電燃氣業
9927.TW,泰銘實業股份有限公司,20,其他業
9928.TW,中國電視事業股份有限公司,20,其他業
9929.TW,秋雨創新股份有限公司,20,其他業
9930.TW,中聯資源股份有限公司,35,綠能環保
9931.TW,欣高石油氣股份有限公司,23,油電燃氣業
9933.TW,中鼎工程股份有限公司,20,其他業
9934.TW,成霖企業股份有限公司,38,居家生活
9935.TW,慶豐富實業股份有限公司,38,居家生活
9937.TW,全國加油站股份有限公司,23,油電燃氣業
9938.TW,台灣百和工業股份有限公司,20,其他業
9939.TW,宏全國際股份有限公司,20,其他業
9940.TW,信義房屋股份有限公司,20,其他業
9941.TW,裕融企業股份有限公司,20,其他業
9942.TW,茂順密封元件科技股份有限公司,20,其他業
9943.TW,好樂迪股份有限公司,16,觀光餐旅
9944.TW,新麗企業股份有限公司,20,其他業
9945.TW,潤泰創新國際股份有限公司,20,其他業
9946.TW,三發地產股份有限公司,14,建材營造業
9955.TW,佳龍科技工程股份有限公司,35,綠能環保
9958.TW,世紀鋼鐵結構股份有限公司,10,鋼鐵工業
